Source_Name,Distance_Mpc,Redshift_Velocity,Distance_Method,RA,Dec,Gal_Lon,Gal_Lat,Frame_Dragging_Effect
35196,49.272,3557.0,DMtf,171.6417,11.4399,247.0257,64.6373,nan
35198,55.437,4496.0,DMfp,171.6455,-43.0587,286.8690,17.1508,nan
35199,251.073,21025.0,DMfp,171.6540,55.3564,145.6745,57.8669,nan
35202,20.635,826.0,DMtf,171.6686,53.7467,147.5606,59.1400,nan
35207,94.58,6504.0,DMfp,171.6919,39.2662,172.9919,68.6154,nan
35219,64.239,3734.0,DMfp,171.7359,63.4254,137.8374,51.1879,nan
35220,111.122,7160.0,DMfp,171.7357,50.5971,151.6401,61.5600,nan
35221,75.614,6035.0,DMtf,171.7863,7.6878,253.2710,62.1290,nan
35224,16.928,1495.0,DMtf,171.7966,17.0302,235.9801,68.0720,nan
35229,235.396,18079.0,DMfp,171.8391,59.1711,141.5358,54.8155,nan
35235,75.963,6608.0,DMtf,171.8289,38.6644,174.3304,68.9887,nan
35236,75.614,5262.0,DMtf,171.8299,59.6266,141.1086,54.4329,nan
35241,105.828,7503.0,DMtf,171.8475,-29.2576,281.7278,30.1303,nan
35245,203.142,14278.0,DMfp,171.8647,61.4517,139.4240,52.9046,nan
35249,32.404,1873.0,DMtf,171.8826,56.8770,143.8159,56.7179,nan
35250,55.796,7163.0,DMtf,171.8853,-29.1778,281.7293,30.2166,nan
35261,46.196,6229.0,DMtf,171.9130,23.7579,218.3807,70.8111,nan
35273,67.702,6698.0,DMtf,171.9469,7.9877,253.0778,62.4564,nan
35275,258.107,16283.0,DMfp,171.9717,26.7909,209.1816,71.4006,nan
35288,34.882,3341.0,DMtf,172.0167,-36.5427,284.7874,23.3743,nan
35292,15.944,1402.0,DMtf,172.0392,16.9204,236.5558,68.2132,nan
35294,45.562,3050.0,DMtf,172.0461,25.6610,212.7145,71.3200,nan
35296,108.793,6248.0,DMtf,172.0455,8.0104,253.1977,62.5399,nan
35300,53.284,6633.0,DMtf,172.0511,21.9969,223.5689,70.4188,nan
35301,95.192,6633.0,DMtf,172.0538,9.0623,251.6053,63.3022,nan
35302,91.327,6666.0,DMtf,172.0618,9.1469,251.4849,63.3679,nan
35307,99.678,7198.0,DMtf,172.0743,2.6536,260.2687,58.4609,nan
35314,37.377,2073.0,DMtf,172.1011,9.4075,251.1340,63.5797,nan
35319,198.518,10650.0,DMfp,172.1337,62.9206,138.0028,51.7137,nan
35320,95.631,6668.0,DMtf,172.1293,9.1043,251.6576,63.3845,nan
35323,109.799,6461.0,DMtf,172.1678,21.0971,226.1828,70.2040,nan
35329,247.628,20452.0,DMfp,172.1612,57.6651,142.7761,56.1582,nan
35335,95.631,6162.0,DMtf,172.1713,19.7310,229.8380,69.6619,nan
35336,330.979,21305.0,DMfp,172.1749,54.1724,146.5930,58.9899,nan
35338,98.13,6933.0,DMfp,172.1813,-14.1197,274.4363,44.1278,nan
35339,163.606,10129.0,DMfp,172.1887,22.9287,221.0192,70.8300,nan
35341,53.284,3478.0,DMtf,172.1895,-35.0359,284.3611,24.8367,nan
35342,199.434,14722.0,DMfp,172.1929,52.2484,148.9595,60.5001,nan
35347,90.49,6592.0,DMtf,172.2099,20.7952,227.0504,70.1264,nan
35349,87.217,6467.0,DMtf,172.2375,73.0348,130.9809,42.7805,nan
35354,122.97,9960.0,DMfp,172.2468,22.9599,220.9757,70.8902,nan
35362,57.624,4230.0,DMtf,172.2599,17.2319,236.1308,68.5553,nan
35365,95.192,6586.0,DMtf,172.2769,8.9884,252.0712,63.4041,nan
35370,171.317,13896.0,DMfp,172.2904,-1.7117,265.1670,55.0107,nan
35375,175.307,13693.0,DMfp,172.3014,41.7774,166.5776,67.7025,nan
35376,39.866,2589.0,DMtf,172.2988,57.1323,143.2111,56.6392,nan
35379,61.631,6224.0,DMfp,172.3047,19.7724,229.8843,69.7931,nan
35400,154.099,13274.0,DMfp,172.3638,-1.7468,265.3075,55.0211,nan
35405,37.377,3121.0,DMtf,172.3706,24.0934,217.6928,71.2985,nan
35406,102.944,10634.0,DMtf,172.3650,13.2199,244.8464,66.3257,nan
35416,116.574,9258.0,DMtf,172.4297,-31.8515,283.3310,27.8910,nan
35417,32.794,3290.0,DMfp,172.4352,-36.3913,285.0758,23.6316,nan
35429,40.161,4017.0,DMfp,172.4982,-20.5828,278.3818,38.3754,nan
35434,76.666,8045.0,DMtf,172.5195,-35.5388,284.8293,24.4566,nan
35435,57.517,5645.0,DMfp,172.5197,-11.5462,273.2314,46.5804,nan
35437,113.397,6582.0,DMtf,172.5401,38.6205,173.7154,69.5015,nan
35440,18.476,1374.0,DMtf,172.5314,9.2767,252.0215,63.7858,nan
35443,44.525,2772.0,DMtf,172.5374,36.0155,180.6521,70.5937,nan
35448,92.427,7055.0,DMfp,172.5563,-8.8628,271.4407,48.9794,nan
35450,30.241,2493.0,DMtf,172.5468,35.8699,181.0528,70.6538,nan
35452,105.779,7366.0,DMsnIa,172.5536,24.1696,217.5838,71.4787,nan
35464,21.508,2210.0,DMtf,172.6154,36.7373,178.5843,70.3751,nan
35465,143.153,9065.0,DMfp,172.6223,0.4943,263.4680,57.0294,nan
35469,83.291,6646.0,DMtf,172.6208,-13.0910,274.3435,45.2397,nan
35470,86.417,6491.0,DMtf,172.6238,9.3879,251.9924,63.9290,nan
35477,79.543,7729.0,DMtf,172.6700,47.0183,156.1504,64.5640,nan
35479,135.457,11621.0,DMfp,172.6843,35.5125,181.9470,70.8850,nan
35485,50.188,4525.0,DMtf,172.7434,20.4275,228.6362,70.4402,nan
35487,68.644,5478.0,DMtf,172.7364,2.2870,261.7041,58.5604,nan
35499,109.295,8959.0,DMtf,172.7762,3.1309,260.7976,59.2636,nan
35502,71.417,6778.0,DMfp,172.7790,22.7680,221.9897,71.3018,nan
35503,20.352,2173.0,DMtf,172.7808,35.5897,181.6417,70.9314,nan
35507,17.807,1882.0,DMtf,172.7887,28.5670,203.6187,72.2162,nan
35517,88.43,6584.0,DMtf,172.8022,34.2030,185.6902,71.3957,nan
35521,41.553,3234.0,DMtf,172.8435,23.1151,221.0056,71.4608,nan
35527,58.157,4474.0,DMtf,172.8843,20.0225,229.8990,70.3926,nan
35533,158.416,13322.0,DMfp,172.8696,-1.8425,266.1426,55.2127,nan
35539,18.476,2073.0,DMtf,172.8831,-30.3077,283.1292,29.4730,nan
35540,38.072,2487.0,DMtf,172.8846,-14.2312,275.3620,44.3214,nan
35547,197.97,12920.0,DMtf,172.9257,32.2440,191.6583,71.9744,nan
35549,28.093,2143.0,DMtf,172.9357,34.3334,185.1964,71.4626,nan
35560,25.621,1965.0,DMtf,172.9908,-2.9219,267.3061,54.3586,nan
35562,103.896,8225.0,DMtf,173.0009,53.7140,146.3766,59.6488,nan
35565,24.132,1467.0,DMtf,173.0080,14.6108,243.0362,67.6765,nan
35566,128.766,10385.0,DMfp,173.0049,25.6442,213.2060,72.1707,nan
35569,46.623,2761.0,DMtf,173.0102,36.6981,178.3095,70.6806,nan
35577,80.279,5170.0,DMtf,173.0318,-41.4281,287.3259,19.0279,nan
35579,126.648,6173.0,DMtf,173.0431,1.2073,263.3620,57.8554,nan
35581,99.678,6203.0,DMtf,173.0562,0.8193,263.7920,57.5425,nan
35584,72.21,6888.0,DMtf,173.1105,-9.8147,272.8414,48.3875,nan
35601,70.567,3780.0,DMtf,173.1170,62.5073,137.7043,52.2969,nan
35604,80.131,6695.0,DMfp,173.1272,-9.9695,272.9685,48.2569,nan
35608,29.417,1972.0,DMtf,173.1342,74.6276,129.7859,41.4339,nan
35611,90.74,6334.0,DMfp,173.1419,54.9265,144.8544,58.7167,nan
35612,141.449,8082.0,DMtf,173.1384,0.9980,263.7313,57.7365,nan
35613,109.094,10410.0,DMfp,173.1448,49.1097,152.3380,63.2726,nan
35621,19.797,2125.0,DMtf,173.1639,35.3283,182.0576,71.3155,nan
35622,90.074,6459.0,DMtf,173.1957,20.0382,230.2292,70.6642,nan
35636,180.551,10314.0,DMtf,173.1885,25.0491,215.2180,72.2298,nan
35638,164.361,15011.0,DMfp,173.2047,56.4226,143.1912,57.5052,nan
35639,77.375,5730.0,DMtf,173.2179,5.7272,258.2758,61.5848,nan
35654,179.391,15958.0,DMfp,173.2713,-4.0131,268.6625,53.5633,nan
35656,183.063,10101.0,DMtf,173.2965,19.7924,231.0221,70.6434,nan
35658,59.676,5344.0,DMfp,173.3026,-13.3380,275.3460,45.3025,nan
35664,83.637,6780.0,DMsnIa,173.2941,-10.2288,273.3634,48.0989,nan
35669,96.073,7284.0,DMtf,173.3158,24.4468,217.2264,72.2183,nan
35670,86.258,10468.0,DMfp,173.3193,25.2435,214.6618,72.3822,nan
35671,42.914,3336.0,DMtf,173.3057,50.3022,150.4518,62.4404,nan
35675,16.092,1395.0,DMtf,173.3359,63.2800,136.9535,51.6699,nan
35676,13.201,1082.0,DMtf,173.3382,47.0291,155.3789,64.8789,nan
35679,79.91,6554.0,DMtf,173.3503,32.6029,190.2711,72.2498,nan
35680,51.594,2792.0,DMtf,173.3548,34.0722,185.6604,71.8713,nan
35681,135.457,11572.0,DMfp,173.3753,22.4560,223.4666,71.7273,nan
35686,26.461,2222.0,DMtf,173.3726,-26.9462,282.2203,32.7714,nan
35694,94.319,7465.0,DMtf,173.4250,23.4127,220.5729,72.0571,nan
35698,32.255,3452.0,DMtf,173.4189,61.8880,138.0034,52.9055,nan
35700,152.968,9518.0,DMtf,173.4336,10.0886,252.1761,64.9882,nan
35701,78.451,6092.0,DMtf,173.4329,17.3962,237.3762,69.5960,nan
35704,64.062,4029.0,DMtf,173.4087,-15.7711,276.8846,43.1310,nan
35705,28.88,1979.0,DMtf,173.4384,-3.4368,268.4146,54.1452,nan
35707,37.205,2917.0,DMtf,173.4309,32.6361,190.1149,72.3084,nan
35720,114.762,9699.0,DMfp,173.4969,49.0621,152.0240,63.4612,nan
35721,149.486,8415.0,DMtf,173.5003,22.3105,224.0265,71.7893,nan
35725,97.859,6706.0,DMtf,173.5317,36.6832,177.8234,71.0675,nan
35731,60.506,3546.0,DMfp,173.5487,12.5123,248.0792,66.7449,nan
35736,120.726,9708.0,DMfp,173.5607,49.0432,151.9815,63.5031,nan
35742,64.062,5384.0,DMtf,173.5839,-6.3898,271.0195,51.6404,nan
35745,79.543,5544.0,DMtf,173.5885,15.6604,241.6648,68.7520,nan
35748,161.362,11098.0,DMfp,173.6478,20.3697,229.8586,71.1888,nan
35754,46.323,2808.0,DMfp,173.6147,33.1789,188.2578,72.3269,nan
35760,60.898,3910.0,DMtf,173.6438,18.6822,234.4315,70.4213,nan
35767,32.255,2878.0,DMtf,173.6415,71.5401,131.3081,44.3168,nan
35776,42.717,3543.0,DMtf,173.6816,-37.2159,286.3980,23.1807,nan
35780,147.163,9676.0,DMfp,173.6940,48.9561,151.9625,63.6262,nan
35782,130.197,11102.0,DMtf,173.7040,11.2499,250.6430,65.9957,nan
35784,82.528,7158.0,DMtf,173.7230,20.4880,229.6153,71.3021,nan
35785,134.834,10206.0,DMfp,173.7054,49.0778,151.7703,63.5394,nan
35786,101.065,7349.0,DMtf,173.7104,25.5304,213.9225,72.7799,nan
35792,75.614,5781.0,DMtf,173.7300,16.1158,240.8521,69.1269,nan
35793,94.146,8285.0,DMfp,173.7501,51.2180,148.7461,61.9076,nan
35797,21.607,1359.0,DMtf,173.7567,54.8505,144.3776,58.9812,nan
35803,95.631,5461.0,DMtf,173.7846,15.9584,241.2971,69.0789,nan
35804,44.525,3773.0,DMtf,173.7843,17.7794,236.9395,70.0823,nan
35818,142.102,10375.0,DMtf,173.8358,-46.0602,289.4023,14.8030,nan
35821,77.019,3683.0,DMtf,173.8494,31.6543,193.0853,72.8555,nan
35823,129.003,6982.0,DMtf,173.8957,20.5051,229.7768,71.4565,nan
35826,35.205,2701.0,DMtf,173.8612,33.3029,187.6825,72.4932,nan
35833,35.793,3045.0,DMfp,173.8854,-37.9564,286.8180,22.5291,nan
35834,235.396,20283.0,DMfp,173.8257,57.6857,141.4089,56.6272,nan
35837,285.627,24403.0,DMfp,173.9013,13.6807,246.3804,67.7706,nan
35839,65.554,6274.0,DMtf,173.9037,0.1275,265.8166,57.4302,nan
35840,59.402,5959.0,DMfp,173.9016,54.9486,144.1368,58.9471,nan
35841,140.152,9915.0,DMtf,173.9067,25.0886,215.5020,72.8759,nan
35847,101.812,9989.0,DMfp,173.9501,63.4924,136.4010,51.6125,nan
35853,84.062,5358.0,DMtf,173.9493,-49.0291,290.3852,11.9913,nan
35862,90.49,6653.0,DMtf,173.9848,-48.4863,290.2444,12.5168,nan
35868,82.149,4898.0,DMtf,173.9991,60.2543,138.9512,54.4652,nan
35869,41.937,2773.0,DMtf,173.9887,70.5356,131.7423,45.2795,nan
35872,245.358,17291.0,DMfp,174.0147,55.0753,143.8956,58.8782,nan
35877,81.771,6226.0,DMtf,174.0188,-3.1014,268.9873,54.7259,nan
35879,83.138,4624.0,DMfp,174.0286,-12.5692,275.8044,46.2973,nan
35893,300.469,17245.0,DMfp,174.1029,54.9872,143.9091,58.9795,nan
35898,188.712,15125.0,DMfp,174.1548,51.0024,148.6021,62.2340,nan
35900,32.107,1371.0,DMtf,174.1103,58.1908,140.6991,56.2751,nan
35904,53.04,3513.0,DMtf,174.1198,-45.0618,289.2900,15.8153,nan
35908,149.899,11333.0,DMfp,174.1274,49.1313,151.2197,63.6782,nan
35913,30.241,1838.0,DMtf,174.1390,36.4103,177.9547,71.6251,nan
35915,14.88,1471.0,DMtf,174.1534,0.8162,265.5151,58.1449,nan
35920,156.964,9899.0,DMfp,174.1527,49.0631,151.2904,63.7411,nan
35925,58.318,6114.0,DMfp,174.1649,6.2919,259.0942,62.6140,nan
35927,80.279,5393.0,DMtf,174.2030,-12.9798,276.2725,45.9934,nan
35928,123.766,7476.0,DMtf,174.1908,-22.2223,281.0153,37.4509,nan
35929,338.688,25056.0,DMfp,174.1972,14.4002,245.3863,68.4509,nan
35931,20.826,1466.0,DMtf,174.2007,54.2933,144.5763,59.5866,nan
35933,83.138,7344.0,DMfp,174.1838,22.9920,222.5642,72.6032,nan
35934,64.953,4992.0,DMtf,174.2034,-8.5863,273.4756,49.9689,nan
35935,50.327,6274.0,DMfp,174.2074,-9.5676,274.1443,49.0888,nan
35938,159.441,10685.0,DMtf,174.2307,11.8482,250.4627,66.7824,nan
35940,85.862,6275.0,DMfp,174.2249,16.3882,240.9939,69.6723,nan
35942,98.311,6538.0,DMtf,174.2263,19.9713,231.7145,71.5073,nan
35946,113.397,8515.0,DMtf,174.2265,-24.5946,282.0944,35.2433,nan
35952,64.062,4299.0,DMtf,174.2580,15.5706,242.9320,69.2180,nan
35954,37.897,3119.0,DMtf,174.2604,-36.8153,286.7393,23.7061,nan
35956,190.81,10527.0,DMtf,174.2676,24.0962,219.0453,72.9799,nan
35958,121.283,10711.0,DMfp,174.2679,12.9266,248.4924,67.5438,nan
35960,98.764,9151.0,DMtf,174.2784,2.8457,263.5356,59.9049,nan
35962,136.082,9566.0,DMfp,174.2845,-32.8213,285.3660,27.5035,nan
35966,55.539,4378.0,DMtf,174.3062,15.4326,243.3211,69.1719,nan
35973,124.911,8062.0,DMtf,174.3999,20.1638,231.3937,71.7384,nan
35978,90.49,7182.0,DMtf,174.3768,22.3997,224.6306,72.5835,nan
35987,227.929,17459.0,DMfp,174.3927,54.8534,143.7830,59.1831,nan
35989,219.079,15265.0,DMtf,174.3997,9.4729,254.8237,65.1934,nan
35990,430.328,29737.0,DMfp,174.4096,63.3465,136.2147,51.8367,nan
35991,19.888,1377.0,DMtf,174.4044,16.5562,240.8811,69.9097,nan
35995,70.567,6623.0,DMtf,174.4460,17.1495,239.5063,70.2764,nan
35997,155.74,9165.0,DMsnIa,174.4317,22.0098,225.9093,72.4972,nan
35999,13.446,939.0,DMtf,174.4338,47.8931,152.7219,64.7494,nan
36000,36.526,2444.0,DMtf,174.4626,56.1421,142.3786,58.1207,nan
36004,110.103,10431.0,DMfp,174.4782,47.4663,153.3365,65.0888,nan
36011,149.899,9402.0,DMfp,174.4651,21.9742,226.0564,72.5136,nan
36017,123.538,9724.0,DMfp,174.4744,21.9365,226.1839,72.5082,nan
36023,96.516,6522.0,DMtf,174.5162,19.8616,232.4114,71.7019,nan
36026,93.025,6910.0,DMtf,174.4975,-17.2336,278.9709,42.1953,nan
36028,127.174,9192.0,DMsnIa,174.5021,-32.3247,285.3836,28.0326,nan
36029,23.583,1900.0,DMtf,174.5089,35.2037,181.1447,72.3836,nan
36038,118.195,8349.0,DMtf,174.5418,-23.4288,281.9273,36.4365,nan
36041,163.606,10576.0,DMfp,174.5658,47.4370,153.2777,65.1502,nan
36045,82.909,5495.0,DMtf,174.5840,-13.0497,276.8020,46.0802,nan
36046,223.769,19001.0,DMfp,174.5617,67.5045,133.2990,48.1240,nan
36047,83.291,4466.0,DMtf,174.5644,-29.7286,284.4867,30.5086,nan
36060,52.071,3684.0,DMtf,174.6045,20.7403,229.9740,72.1575,nan
36061,85.231,6604.0,DMtf,174.6385,-1.1845,268.2291,56.6946,nan
36068,115.452,8038.0,DMsnIa,174.6226,20.5276,230.6260,72.0837,nan
36069,146.487,11133.0,DMfp,174.6508,33.8680,185.2146,72.9571,nan
36079,31.089,2131.0,DMtf,174.6832,33.8047,185.3909,73.0025,nan
36089,108.593,6411.0,DMfp,174.7327,9.5321,255.3137,65.4573,nan
36094,48.82,3980.0,DMtf,174.7310,-69.9620,296.7520,-7.9650,nan
36097,84.062,6975.0,DMtf,174.7398,-17.9693,279.6284,41.5995,nan
36100,64.953,6447.0,DMtf,174.7217,26.3099,211.6946,73.7923,nan
36102,74.234,5784.0,DMtf,174.7640,-0.2060,267.5053,57.5996,nan
36109,159.148,11277.0,DMfp,174.7821,19.3637,234.1860,71.6927,nan
36113,96.783,5974.0,DMfp,174.7728,-9.3299,274.7597,49.5434,nan
36115,84.45,8443.0,DMtf,174.7854,-23.3024,282.1340,36.6325,nan
36125,69.791,6528.0,DMfp,174.8073,17.0508,240.3249,70.5080,nan
36129,238.671,20730.0,DMfp,174.8150,57.7722,140.5028,56.8256,nan
36132,84.062,7106.0,DMtf,174.8519,19.5347,233.8045,71.8316,nan
36133,159.441,8096.0,DMtf,174.8173,20.4276,231.1756,72.2057,nan
36137,23.259,1299.0,DMtf,174.8372,58.2682,140.0329,56.4021,nan
36142,71.22,6859.0,DMtf,174.8798,7.7633,258.2736,64.2056,nan
36146,73.892,3615.0,DMtf,174.8714,60.5461,138.0600,54.4182,nan
36147,60.898,7191.0,DMtf,174.8742,26.3092,211.7569,73.9279,nan
36151,140.54,11868.0,DMfp,174.8934,-21.9985,281.6848,37.8903,nan
36155,96.073,6117.0,DMtf,174.9102,4.4654,262.7019,61.5947,nan
36160,58.966,2976.0,DMtf,174.9369,31.9297,191.5071,73.7065,nan
36167,76.313,3377.0,DMtf,174.9468,17.7122,238.8763,70.9845,nan
36169,75.823,9490.0,DMfp,174.9516,23.5325,221.4977,73.4354,nan
36172,103.419,10088.0,DMtf,174.9567,-44.5608,289.7294,16.4674,nan
36174,21.707,2341.0,DMtf,174.9700,8.8746,256.7705,65.1163,nan
36176,59.238,3892.0,DMtf,174.9813,13.4673,248.6611,68.4217,nan
36177,192.221,19959.0,DMfp,174.9729,-3.5185,270.7821,54.8245,nan
36183,135.706,10619.0,DMtf,175.0066,11.4628,252.5253,67.0513,nan
36189,79.543,4211.0,DMtf,175.0238,17.6934,239.0473,71.0358,nan
36190,92.427,6248.0,DMfp,175.0267,-0.8377,268.5222,57.1899,nan
36191,105.148,7057.0,DMfp,175.0433,25.3095,215.4098,73.9274,nan
36192,24.244,1365.0,DMtf,175.0282,58.6132,139.5696,56.1514,nan
36194,37.48,3471.0,DMfp,175.0669,17.4572,239.7227,70.9406,nan
36195,40.42,3867.0,DMtf,175.0487,17.3123,240.0612,70.8455,nan
36196,150.591,10516.0,DMfp,175.0498,23.5221,221.6218,73.5190,nan
36197,45.983,3633.0,DMtf,175.0556,15.3435,244.7817,69.6882,nan
36224,90.74,6861.0,DMfp,175.1738,20.3429,231.9073,72.4693,nan
36230,161.362,16295.0,DMfp,175.1973,46.5405,153.9448,66.1059,nan
36232,25.27,1816.0,DMtf,175.2043,35.2029,180.4101,72.9078,nan
36237,88.024,6446.0,DMtf,175.2140,4.8097,262.8060,62.0505,nan
36238,21.115,1549.0,DMtf,175.2252,56.2022,141.6319,58.2912,nan
36240,43.511,3472.0,DMtf,175.2320,-44.4809,289.9021,16.5997,nan
36241,72.879,7178.0,DMtf,175.2349,25.7808,213.8236,74.1765,nan
36242,73.892,6185.0,DMtf,175.2459,5.0641,262.5471,62.2765,nan
36243,15.297,1342.0,DMtf,175.2449,11.4712,252.9407,67.2202,nan
36244,61.916,5650.0,DMfp,175.2437,-46.5704,290.5171,14.5959,nan
36245,107.795,7463.0,DMtf,175.2449,-22.4773,282.2790,37.5525,nan
36257,149.486,9016.0,DMtf,175.2815,-2.8197,270.6755,55.5857,nan
36262,82.756,6884.0,DMfp,175.3430,19.9625,233.2711,72.4397,nan
36265,61.461,3296.0,DMtf,175.3194,47.6908,151.9635,65.2901,nan
36266,21.807,1732.0,DMtf,175.3277,36.5467,176.1901,72.4223,nan
36276,187.327,10394.0,DMtf,175.3372,33.6947,185.1523,73.5530,nan
36277,240.88,16347.0,DMfp,175.3602,-2.4965,270.5246,55.9074,nan
36280,117.978,10248.0,DMfp,175.3577,27.8591,206.1929,74.4707,nan
36283,83.291,7072.0,DMtf,175.4301,17.0079,241.4596,70.9731,nan
36284,114.974,7012.0,DMtf,175.4112,17.0776,241.2525,70.9984,nan
36286,126.415,7153.0,DMfp,175.4026,25.8800,213.5456,74.3407,nan
36288,54.026,4027.0,DMtf,175.4136,24.8004,217.4651,74.1567,nan
36292,53.678,6066.0,DMfp,175.4500,20.1035,233.0074,72.5939,nan
36294,48.82,3224.0,DMtf,175.4155,15.9657,243.9696,70.3442,nan
36298,133.598,10601.0,DMfp,175.4835,12.5862,251.3042,68.1753,nan
36304,34.818,2047.0,DMfp,175.4890,-6.1556,273.5936,52.7127,nan
36305,20.635,1735.0,DMtf,175.5110,32.0003,190.8630,74.1652,nan
36307,66.344,8433.0,DMfp,175.5164,7.6518,259.5736,64.5122,nan
36311,80.872,6576.0,DMfp,175.5246,10.3512,255.3991,66.5877,nan
36312,69.279,7153.0,DMtf,175.5352,25.9740,213.2632,74.4723,nan
36315,47.272,4065.0,DMtf,175.5379,-18.1689,280.6716,41.6885,nan
36316,98.311,6492.0,DMtf,175.5335,12.9419,250.7046,68.4577,nan
36324,95.192,6975.0,DMtf,175.5492,-10.7742,276.7319,48.5435,nan
36329,45.772,4001.0,DMtf,175.5099,62.1543,136.3547,53.1280,nan
36330,79.177,8134.0,DMtf,175.5605,19.9759,233.5460,72.6274,nan
36334,124.911,9976.0,DMtf,175.5745,30.2305,197.2839,74.5381,nan
36337,187.845,17616.0,DMfp,175.6020,54.7742,142.7108,59.6237,nan
36339,92.427,6244.0,DMfp,175.5799,-8.6223,275.4220,50.5208,nan
36340,126.648,9678.0,DMtf,175.5810,33.6392,185.1049,73.7629,nan
36342,29.147,3417.0,DMtf,175.5855,16.0107,244.1607,70.5012,nan
36343,17.402,1165.0,DMtf,175.6095,51.5979,146.2692,62.2902,nan
36349,86.417,6298.0,DMtf,175.6020,20.1192,233.1791,72.7280,nan
36350,108.793,7048.0,DMtf,175.6214,21.5873,228.6428,73.3663,nan
36354,64.655,7085.0,DMtf,175.6203,-8.3404,275.2941,50.7937,nan
36355,21.213,1256.0,DMtf,175.6223,18.3334,238.3138,71.8599,nan
36358,189.583,14577.0,DMfp,175.6290,-2.2516,270.7390,56.2507,nan
36359,103.705,9406.0,DMfp,175.6371,26.4889,211.3886,74.6274,nan
36363,107.3,6616.0,DMtf,175.6643,24.8226,217.5626,74.3837,nan
36365,86.816,6890.0,DMtf,175.6821,8.9742,257.9090,65.6453,nan
36368,73.553,7607.0,DMtf,175.6791,-2.3607,270.9111,56.1781,nan
36369,306.055,19566.0,DMfp,175.6330,58.6172,139.0699,56.2998,nan
36371,72.21,6657.0,DMtf,175.6883,20.0323,233.5649,72.7599,nan
36373,216.671,18182.0,DMfp,175.6974,58.2365,139.3446,56.6505,nan
36377,83.907,6352.0,DMfp,175.7460,20.0869,233.4859,72.8333,nan
36380,90.074,9002.0,DMtf,175.7332,23.1286,223.6292,74.0023,nan
36381,72.544,5410.0,DMtf,175.7622,40.8274,164.3613,70.3546,nan
36383,204.08,15490.0,DMfp,175.7324,-36.2895,287.8033,24.5616,nan
36386,29.689,1745.0,DMtf,175.7050,77.3729,127.6987,39.1133,nan
36389,88.024,7131.0,DMtf,175.7585,23.9445,220.7945,74.2583,nan
36390,86.02,7118.0,DMtf,175.7854,24.0045,220.6049,74.2979,nan
36392,217.07,9783.0,DMtf,175.7579,26.2584,212.3022,74.7081,nan
36395,27.836,2285.0,DMtf,175.7621,-23.4343,283.2428,36.8089,nan
36396,72.21,4429.0,DMtf,175.7687,48.3988,150.3501,64.9291,nan
36403,121.283,9660.0,DMfp,175.7621,26.2767,212.2352,74.7141,nan
36409,77.019,5149.0,DMtf,175.8053,-12.7648,278.2295,46.8089,nan
36415,128.174,9635.0,DMfp,175.7946,26.5746,211.1227,74.7767,nan
36421,154.81,19000.0,DMfp,175.8495,63.1907,135.3810,52.2619,nan
36428,87.619,6448.0,DMtf,175.8452,10.8014,255.2293,67.1332,nan
36431,72.21,6880.0,DMtf,175.8447,16.4853,243.4729,70.9867,nan
36433,41.937,3525.0,DMtf,175.8334,18.1907,239.0480,71.9527,nan
36434,47.709,3844.0,DMtf,175.8526,21.6509,228.7308,73.5891,nan
36437,98.311,6507.0,DMtf,175.8555,25.0054,217.0275,74.5911,nan
36441,91.749,6411.0,DMtf,175.8707,10.1618,256.3588,66.6713,nan
36442,61.179,6365.0,DMtf,175.8725,10.3452,256.0562,66.8103,nan
36443,97.679,7116.0,DMfp,175.9073,19.0904,236.6582,72.4837,nan
36444,144.477,13751.0,DMfp,175.8722,-1.6680,270.6239,56.8796,nan
36450,65.857,6320.0,DMtf,175.8945,8.9423,258.3522,65.7539,nan
36452,159.882,6915.0,DMfp,175.9043,19.6046,235.1593,72.7361,nan
36454,182.726,13289.0,DMfp,175.9020,-1.6383,270.6460,56.9199,nan
36457,66.65,6619.0,DMfp,175.9446,20.0390,233.9246,72.9762,nan
36465,71.417,5941.0,DMfp,175.9980,19.7789,234.7866,72.8975,nan
36466,146.757,7060.0,DMtf,175.9544,19.9686,234.1516,72.9514,nan
36469,92.854,6657.0,DMfp,176.0091,19.9717,234.2248,72.9982,nan
36470,64.834,5982.0,DMfp,176.0228,19.9961,234.1719,73.0210,nan
36475,61.461,6263.0,DMtf,175.9762,10.7848,255.5048,67.2069,nan
36476,93.713,6668.0,DMfp,175.9853,19.8946,234.4208,72.9420,nan
36477,72.21,7698.0,DMtf,175.9956,20.0768,233.8867,73.0362,nan
36480,119.619,8320.0,DMfp,176.0131,19.8011,234.7433,72.9206,nan
36482,199.802,12092.0,DMtf,176.0032,30.0414,197.8212,74.9295,nan
36487,93.713,6568.0,DMfp,176.0091,19.9497,234.2911,72.9878,nan
36493,45.983,2600.0,DMtf,176.0204,60.1198,137.5267,55.0588,nan
36494,99.954,8088.0,DMfp,176.0317,19.7375,234.9620,72.9055,nan
36495,159.148,14190.0,DMfp,176.0232,29.8732,198.4567,74.9662,nan
36502,93.713,5876.0,DMfp,176.0862,19.8258,234.7817,72.9928,nan
36503,81.246,6705.0,DMfp,176.0787,19.8447,234.7135,72.9957,nan
36504,150.8,9830.0,DMsnIa,176.0583,33.5144,185.0587,74.1795,nan
36510,87.056,4767.0,DMfp,176.1046,19.8281,234.8033,73.0092,nan
