Source_Name,Distance_Mpc,Redshift_Velocity,Distance_Method,RA,Dec,Gal_Lon,Gal_Lat,Frame_Dragging_Effect
4351133,221.718,14069.0,DMfp,195.2688,10.2608,311.0563,72.9803,nan
4352189,364.586,27408.0,DMfp,195.6382,24.7452,349.9064,86.5472,nan
4352992,428.351,27878.0,DMfp,195.9047,8.3165,312.2084,70.9685,nan
4353416,253.396,19316.0,DMfp,196.0350,16.3940,318.9111,78.8696,nan
4353517,237.575,10790.0,DMfp,196.0725,8.9007,312.9932,71.5209,nan
4353575,496.364,28348.0,DMfp,196.0870,8.5424,312.8627,71.1648,nan
4353581,117.652,7808.0,DMtf,196.0884,24.4303,350.7858,86.0338,nan
4353585,424.424,20839.0,DMfp,196.0901,22.4459,335.6863,84.4757,nan
4353927,418.601,24383.0,DMfp,196.2048,38.5379,109.9775,78.2518,nan
4354555,269.03,14821.0,DMfp,196.4254,10.1384,314.8005,72.6806,nan
4355497,219.685,16741.0,DMfp,196.7572,9.6345,315.5422,72.1234,nan
4355712,332.506,21063.0,DMfp,196.8360,6.7995,314.1777,69.3233,nan
4356159,230.038,15122.0,DMfp,196.9842,33.5132,94.8061,82.6914,nan
4356198,284.315,20744.0,DMfp,196.9947,8.8757,315.7937,71.3332,nan
4356308,319.007,26160.0,DMfp,197.0284,10.3331,316.8891,72.7514,nan
4356860,69.92,3885.0,DMtf,197.2180,5.9973,314.8150,68.4658,nan
4358562,503.269,28044.0,DMfp,197.7954,18.9962,333.1191,80.6887,nan
4358974,319.007,28359.0,DMfp,197.9281,10.8323,320.2177,73.0199,nan
4359929,412.857,21817.0,DMfp,198.2281,17.6744,331.7038,79.3264,nan
4360172,392.464,22855.0,DMfp,198.3105,10.7151,321.3350,72.8032,nan
4360366,176.116,19579.0,DMfp,198.3811,6.4961,318.1988,68.7106,nan
4361892,255.741,15103.0,DMfp,198.8955,9.8734,322.3347,71.8297,nan
4362410,500.956,28012.0,DMfp,199.0684,8.2370,321.3663,70.2147,nan
4362720,572.532,28554.0,DMfp,199.1628,10.2751,323.5455,72.1303,nan
4362860,307.468,15415.0,DMfp,199.2051,10.0174,323.4083,71.8727,nan
4363239,106.807,7241.0,DMtf,199.3300,25.2148,16.1424,83.8867,nan
4364453,262.906,15512.0,DMfp,199.7220,8.3522,323.2874,70.1316,nan
4365235,194.895,15265.0,DMfp,199.9521,10.3517,326.0002,71.9411,nan
4365785,420.533,25660.0,DMfp,200.1123,17.5078,339.2756,78.2781,nan
4366484,410.96,28832.0,DMfp,200.3145,24.7052,14.7219,82.8720,nan
4366721,329.458,22323.0,DMfp,200.3943,26.3564,28.0946,83.2281,nan
4366861,376.53,20204.0,DMfp,200.4410,8.6809,325.5858,70.2073,nan
4367294,562.082,24293.0,DMfp,200.5927,22.3179,0.1967,81.4899,nan
4367832,317.541,21913.0,DMfp,200.7704,13.8215,333.5354,74.7805,nan
4368899,297.715,23913.0,DMfp,201.1369,17.4077,342.8295,77.6331,nan
4369316,314.63,15956.0,DMfp,201.2841,8.3695,327.5236,69.6161,nan
4370584,143.814,11003.0,DMfp,201.7080,21.7229,0.9698,80.3033,nan
4371514,239.773,20336.0,DMfp,202.0719,9.7303,331.2188,70.5507,nan
4372314,81.021,7093.0,DMtf,202.3417,9.0609,331.0867,69.8317,nan
4374205,461.105,23985.0,DMfp,202.9742,13.4265,339.5356,73.3531,nan
4374703,458.987,16365.0,DMfp,203.1478,38.0211,87.0845,76.0984,nan
4375375,279.126,13227.0,DMfp,203.3800,23.5619,14.6848,79.8500,nan
4375475,270.271,22248.0,DMfp,203.4163,9.8931,334.9453,70.0947,nan
4376804,90.908,7082.0,DMtf,203.8719,16.8871,350.0484,75.5547,nan
4379906,311.745,25246.0,DMfp,204.8916,9.9476,338.6532,69.4098,nan
4381159,163.155,9225.0,DMtf,205.2835,6.4210,334.8691,66.1615,nan
4381768,135.457,12623.0,DMfp,205.4794,22.4392,13.4180,77.6286,nan
4382115,213.698,13620.0,DMfp,205.6029,29.8299,49.4853,78.4845,nan
4382445,135.457,8645.0,DMfp,205.7172,22.1270,12.5505,77.2963,nan
4383190,414.763,24232.0,DMfp,205.9458,13.5538,347.5333,71.7312,nan
4384817,162.33,15349.0,DMsnIa,206.4621,26.7966,34.4674,77.8773,nan
4386816,383.531,24082.0,DMfp,207.1296,8.2949,341.2280,66.8222,nan
4387281,369.658,20546.0,DMfp,207.2812,6.8327,339.5630,65.5151,nan
4387297,307.468,18572.0,DMfp,207.2876,9.5614,343.4362,67.7721,nan
4387933,444.427,19192.0,DMfp,207.5052,24.2492,23.8816,76.5004,nan
4389006,160.916,7551.0,DMtf,207.8538,10.1771,345.5996,67.9303,nan
4389270,283.009,21588.0,DMfp,207.9444,10.0998,345.6611,67.8146,nan
4389284,258.107,22836.0,DMfp,207.9477,27.9379,39.8782,76.6046,nan
4389556,202.209,20337.0,DMfp,208.0400,9.8741,345.4929,67.5785,nan
4389827,397.924,29291.0,DMfp,208.1265,27.0289,36.0066,76.4145,nan
4389876,288.27,23247.0,DMfp,208.1402,31.1365,53.2882,76.0777,nan
4390017,198.518,19328.0,DMfp,208.1842,9.5790,345.3181,67.2579,nan
4390467,202.209,17279.0,DMfp,208.3158,24.2087,24.5319,75.7767,nan
4391622,330.979,17604.0,DMfp,208.6210,20.3192,11.0159,74.0633,nan
4392186,92.598,7339.0,DMtf,208.8018,29.3926,45.8273,75.7884,nan
4393126,330.979,22919.0,DMfp,209.1015,25.4478,30.0097,75.3515,nan
4393777,205.968,25079.0,DMfp,209.2929,5.9809,342.3560,63.7013,nan
4393839,505.592,24816.0,DMfp,209.3098,21.4783,15.8292,73.9957,nan
4394355,259.298,20025.0,DMfp,209.4579,21.6062,16.4532,73.9208,nan
4394484,246.49,19946.0,DMfp,209.4960,6.7392,343.7278,64.2043,nan
4394846,284.315,19984.0,DMfp,209.5929,21.7332,17.0515,73.8553,nan
4395004,237.575,17030.0,DMfp,209.6403,11.7977,351.9656,68.0206,nan
4395377,467.52,22268.0,DMfp,209.7498,27.9371,39.9270,75.0126,nan
4395496,480.618,25334.0,DMfp,209.7846,10.7170,350.3219,67.1290,nan
4396339,289.601,15896.0,DMfp,210.0523,24.7040,27.8696,74.3603,nan
4396763,624.885,24117.0,DMfp,210.1985,9.6476,349.3150,66.0567,nan
4396825,256.921,20301.0,DMfp,210.2132,21.8049,18.0663,73.3504,nan
4397538,284.315,18881.0,DMfp,210.4326,28.5818,42.3657,74.4093,nan
4397628,87.619,6691.0,DMtf,210.4569,9.6537,349.7969,65.8942,nan
4397970,243.108,23719.0,DMfp,210.5566,8.0912,347.5673,64.6367,nan
4398151,256.921,18207.0,DMfp,210.6081,17.0322,4.9979,70.7367,nan
4398620,361.243,18394.0,DMfp,210.7395,25.8243,32.3238,73.9558,nan
4398916,218.675,14221.0,DMfp,210.8251,5.9174,345.0201,62.7594,nan
4398929,51.594,7353.0,DMtf,210.8280,8.7884,349.1015,65.0001,nan
4399806,390.661,18894.0,DMfp,211.0909,29.1149,44.2415,73.8150,nan
4400080,157.688,15867.0,DMfp,211.1772,33.0590,57.9072,73.1074,nan
4400431,277.843,20072.0,DMfp,211.2945,22.5959,21.8054,72.6897,nan
4400858,269.03,11699.0,DMfp,211.4445,9.6978,351.6201,65.2760,nan
4401438,285.627,17571.0,DMfp,211.6584,8.2226,349.6902,64.0354,nan
4401478,226.152,16911.0,DMsnIa,211.6731,30.3185,48.3322,73.2168,nan
4401951,292.281,19040.0,DMfp,211.8249,29.7715,46.4079,73.1367,nan
4402450,348.177,25582.0,DMfp,211.9854,5.5096,346.4567,61.7338,nan
4402850,238.671,20047.0,DMfp,212.1101,11.3526,355.5620,65.9998,nan
4403327,242.326,17191.0,DMsnIa,212.2629,32.4156,55.0554,72.3777,nan
4404267,434.31,20562.0,DMfp,212.5617,26.3420,34.8653,72.4044,nan
4404508,280.414,16933.0,DMfp,212.6415,19.2063,13.5537,70.1964,nan
4405391,438.329,24884.0,DMfp,212.9155,24.0236,27.6599,71.6655,nan
4405560,247.628,20392.0,DMfp,212.9626,32.7539,55.7117,71.7287,nan
4406169,461.105,24856.0,DMfp,213.1670,28.0271,40.5003,71.9981,nan
4407153,258.107,17918.0,DMfp,213.4811,7.7324,351.9535,62.4666,nan
4407628,224.182,13110.0,DMtf,213.6334,17.2331,9.9695,68.4131,nan
4408127,256.921,19826.0,DMfp,213.7938,11.6554,358.7889,64.9882,nan
4408776,244.231,17716.0,DMfp,214.0114,9.1112,354.8717,63.0952,nan
4411379,249.919,27971.0,DMfp,214.8534,22.0783,23.5609,69.4062,nan
4412622,171.317,11425.0,DMfp,215.2839,26.1751,35.3251,69.9620,nan
4413087,266.563,23408.0,DMfp,215.4372,18.3902,14.8780,67.4683,nan
4414036,213.698,14788.0,DMfp,215.7548,20.7322,20.8621,68.1561,nan
4414171,301.856,24997.0,DMfp,215.7991,40.1294,73.2108,67.0068,nan
4414981,329.458,23716.0,DMfp,216.0470,11.6111,1.9639,63.2692,nan
4415444,155.525,11694.0,DMfp,216.2152,26.1295,35.5239,69.1277,nan
4416052,307.468,26773.0,DMfp,216.4362,22.2022,25.1467,68.0520,nan
4416166,335.583,23205.0,DMfp,216.4845,20.0902,19.9683,67.2813,nan
4416814,724.102,28892.0,DMfp,216.7110,21.2007,22.8598,67.4866,nan
4417011,204.08,15761.0,DMfp,216.7769,16.6082,12.4574,65.4994,nan
4417170,233.238,16488.0,DMfp,216.8276,16.5205,12.3316,65.4139,nan
4417337,228.981,15952.0,DMfp,216.8778,16.9371,13.2647,65.5754,nan
4417498,338.688,15680.0,DMfp,216.9288,16.9155,13.2759,65.5222,nan
4418208,505.592,24799.0,DMfp,217.1600,16.8193,13.3296,65.2821,nan
4418372,248.771,24011.0,DMfp,217.2091,31.0582,49.2319,68.4084,nan
4418480,343.4,26959.0,DMfp,217.2456,7.4286,356.9970,59.6254,nan
4418592,319.007,16030.0,DMfp,217.2826,17.3232,14.5267,65.4179,nan
4419576,172.108,9854.0,DMfp,217.5874,22.0733,25.6748,66.9970,nan
4421292,510.27,23563.0,DMfp,218.1432,21.0079,23.5551,66.1646,nan
4422203,332.506,15982.0,DMfp,218.4496,9.3466,1.4239,60.0068,nan
4423345,306.055,29495.0,DMfp,218.8242,18.5960,18.7652,64.6609,nan
4424423,440.352,27427.0,DMfp,219.1907,20.5837,23.4053,65.0993,nan
4424561,206.919,12214.0,DMfp,219.2338,19.4238,20.8990,64.6363,nan
4425188,463.234,29632.0,DMfp,219.4403,21.7231,26.1512,65.2531,nan
4425486,387.079,21042.0,DMfp,219.5334,13.6558,9.8589,61.6959,nan
4425833,428.351,15613.0,DMfp,219.6433,8.4486,1.5498,58.5259,nan
4428549,185.609,10611.0,DMtf,220.5281,28.7173,43.1570,65.5555,nan
4430293,276.567,17904.0,DMfp,221.1067,19.6171,22.8120,63.0732,nan
4430800,293.63,16319.0,DMfp,221.2839,16.5272,16.8832,61.6512,nan
4430999,369.658,15287.0,DMfp,221.3523,23.5949,31.4882,64.0679,nan
4432257,167.417,9440.0,DMfp,221.7495,10.9894,7.8225,58.4147,nan
4432948,281.709,15664.0,DMfp,221.9631,25.8963,36.8919,63.9857,nan
4433157,233.238,15807.0,DMfp,222.0334,11.2912,8.5980,58.3563,nan
4434282,170.53,9088.0,DMfp,222.3804,27.8097,41.3184,63.8615,nan
4434331,303.249,16359.0,DMfp,222.3951,29.7819,45.7982,63.9680,nan
4434564,471.846,24128.0,DMfp,222.4608,24.1735,33.2810,63.2143,nan
4435251,289.601,18602.0,DMfp,222.6591,17.6444,20.1647,60.9486,nan
4435584,240.88,17148.0,DMfp,222.7584,30.6818,47.8452,63.6639,nan
4436650,248.771,16783.0,DMfp,223.0840,29.5172,45.2460,63.3609,nan
4436709,385.301,29212.0,DMfp,223.1058,10.9423,9.1626,57.2893,nan
4437373,418.601,24351.0,DMfp,223.2977,7.0836,3.7828,54.8553,nan
4437523,465.372,21320.0,DMfp,223.3452,18.0346,21.4361,60.5099,nan
4437946,187.845,18621.0,DMfp,223.4768,18.7954,22.9629,60.6902,nan
4438074,194.895,17978.0,DMfp,223.5185,18.5686,22.5661,60.5673,nan
4438602,303.249,24612.0,DMfp,223.6760,31.0251,48.5994,62.8744,nan
4438606,201.28,16590.0,DMfp,223.6767,9.4580,7.5244,55.9825,nan
4438779,300.469,18383.0,DMfp,223.7326,28.2725,42.5854,62.7151,nan
4438868,354.65,24024.0,DMfp,223.7583,11.5275,10.7138,57.0764,nan
4439184,507.925,25782.0,DMfp,223.8473,9.4516,7.6888,55.8416,nan
4439216,394.276,24843.0,DMfp,223.8565,31.3390,49.2820,62.7164,nan
4439721,316.082,17491.0,DMfp,224.0067,30.7345,47.9646,62.5907,nan
4439876,80.279,6669.0,DMtf,224.0505,5.7325,2.7893,53.4247,nan
4440325,392.464,29828.0,DMfp,224.2019,25.0437,35.8363,61.8453,nan
4440587,254.566,21756.0,DMfp,224.2826,12.8191,13.2391,57.3206,nan
4440946,356.287,24815.0,DMfp,224.4052,8.6859,7.1566,54.9479,nan
4441199,326.437,24322.0,DMfp,224.4900,8.8892,7.5293,54.9985,nan
4441337,385.301,24243.0,DMfp,224.5278,8.9850,7.7033,55.0237,nan
4441956,258.107,14239.0,DMfp,224.7137,8.5171,7.2288,54.6020,nan
4442705,199.434,17585.0,DMfp,224.9395,29.0626,44.4513,61.7204,nan
4443386,255.741,17417.0,DMfp,225.1492,29.1256,44.6097,61.5419,nan
4443755,281.709,16862.0,DMfp,225.2607,8.5861,7.8662,54.2022,nan
4444757,206.919,13817.0,DMfp,225.5952,9.3790,9.3045,54.3839,nan
4445106,397.924,29793.0,DMfp,225.7140,26.1213,38.5495,60.6957,nan
4445274,465.372,28038.0,DMfp,225.7668,9.5069,9.6492,54.3156,nan
4445578,348.177,19779.0,DMfp,225.8638,20.6783,28.0537,59.2386,nan
4446060,323.445,24236.0,DMfp,226.0001,22.8848,32.2882,59.7553,nan
4446479,196.698,10227.0,DMfp,226.1351,25.2201,36.8893,60.1619,nan
4447483,450.609,23689.0,DMfp,226.4764,27.3289,41.1746,60.1997,nan
4447712,446.478,15485.0,DMfp,226.5597,20.8596,28.7856,58.6785,nan
4448183,133.844,6738.0,DMtf,226.7136,12.9114,15.5247,55.3156,nan
4448243,319.007,23932.0,DMfp,226.7348,10.4351,11.8679,54.0260,nan
4448503,651.328,25860.0,DMfp,226.8214,10.2218,11.6401,53.8394,nan
4448568,422.474,25814.0,DMfp,226.8420,24.7789,36.2830,59.4462,nan
4448995,428.351,28170.0,DMfp,226.9875,6.0241,6.1209,51.3069,nan
4449384,323.445,27692.0,DMfp,227.1003,4.6928,4.5587,50.4055,nan
4449925,313.184,23078.0,DMfp,227.2767,5.1278,5.2675,50.5344,nan
4451122,293.63,21510.0,DMfp,227.6422,13.6779,17.4586,54.8910,nan
4452098,158.416,11140.0,DMfp,227.9187,4.7616,5.4249,49.8043,nan
4452211,221.718,11067.0,DMfp,227.9517,18.4462,25.3775,56.6240,nan
4452448,233.238,13570.0,DMfp,228.0236,7.5622,9.0813,51.3754,nan
4452549,341.822,26576.0,DMfp,228.0525,9.2156,11.3271,52.2744,nan
4453040,416.677,27026.0,DMfp,228.2043,14.3265,18.8936,54.7068,nan
4453987,170.765,12747.0,DMsnIa,228.4762,4.7571,5.9403,49.3605,nan
4454050,226.882,19585.0,DMfp,228.4974,11.4898,14.8996,53.0959,nan
4455058,203.142,17481.0,DMfp,228.8118,10.3257,13.5131,52.2337,nan
4455531,224.802,13520.0,DMfp,228.9555,12.7784,17.1416,53.3390,nan
4456233,256.921,18667.0,DMfp,229.1822,11.6612,15.7012,52.6009,nan
4456850,330.979,23006.0,DMfp,229.3813,7.8624,10.6763,50.4324,nan
4457160,165.12,10612.0,DMfp,229.4894,8.1481,11.1432,50.5013,nan
4459138,351.399,25577.0,DMfp,230.1142,21.7632,32.2094,55.7880,nan
4459252,293.63,23000.0,DMfp,230.1486,27.9260,43.1280,57.0520,nan
4460028,332.506,14387.0,DMfp,230.4094,15.6096,22.4401,53.3479,nan
4461083,141.189,10245.0,DMfp,230.7126,25.4477,38.8368,56.1474,nan
4461305,286.946,22881.0,DMfp,230.7751,9.4054,13.8718,50.1034,nan
4461335,201.28,10764.0,DMfp,230.7849,8.6393,12.8697,49.6907,nan
4461341,193.108,19693.0,DMfp,230.7867,22.4425,33.6703,55.3784,nan
4461421,212.716,10362.0,DMfp,230.8120,8.8291,13.1404,49.7690,nan
4461612,245.358,23989.0,DMfp,230.8730,16.3213,23.8317,53.2331,nan
4461940,337.132,23129.0,DMfp,230.9885,6.9498,10.8726,48.6004,nan
4461971,316.082,13768.0,DMfp,231.0015,7.9857,12.1999,49.1584,nan
4462119,171.317,12358.0,DMfp,231.0574,20.6295,30.7740,54.6100,nan
4462361,151.286,12062.0,DMfp,231.1422,20.9907,31.4098,54.6457,nan
4462787,373.078,25843.0,DMfp,231.2824,21.6306,32.5338,54.7103,nan
4463633,648.336,25744.0,DMfp,231.5740,11.8539,17.8121,50.6503,nan
4463670,145.144,13316.0,DMfp,231.5871,16.7426,24.9255,52.7716,nan
4464151,119.069,10500.0,DMfp,231.7770,8.9014,14.0068,48.9967,nan
4464739,465.372,26150.0,DMfp,231.9957,5.0638,9.4028,46.7082,nan
4464981,293.63,19725.0,DMfp,232.0953,28.2616,44.1334,55.3938,nan
4466018,276.567,22887.0,DMfp,232.4852,11.5389,18.0474,49.7163,nan
4466225,562.082,24628.0,DMfp,232.5639,6.1266,11.1497,46.8418,nan
4466858,359.584,22764.0,DMfp,232.8003,7.9853,13.6369,47.6540,nan
4467160,255.741,22125.0,DMfp,232.9055,11.5972,18.4293,49.3822,nan
4467924,151.565,12200.0,DMtf,233.1843,5.7184,11.1558,46.1019,nan
4467997,228.981,21794.0,DMfp,233.2146,27.9206,43.7857,54.3685,nan
4468105,234.315,13970.0,DMfp,233.2467,7.2397,13.0552,46.8820,nan
4468610,247.628,19230.0,DMfp,233.4210,6.8699,12.7367,46.5371,nan
4468696,200.355,10170.0,DMfp,233.4595,9.4809,16.0426,47.8697,nan
4468918,380.014,23175.0,DMfp,233.5395,7.3570,13.4268,46.6994,nan
4469555,107.597,10549.0,DMfp,233.7566,25.3276,39.6006,53.4303,nan
4471103,583.176,24778.0,DMfp,234.3114,29.5436,46.7366,53.6263,nan
4471328,211.739,15837.0,DMfp,234.3921,14.3926,23.2642,49.3460,nan
4472893,206.919,24960.0,DMfp,234.9791,10.9684,19.0511,47.2941,nan
4473064,286.946,21976.0,DMfp,235.0343,9.2396,16.8820,46.4046,nan
4473311,171.317,15383.0,DMfp,235.1298,18.2644,29.2149,50.2015,nan
4473460,262.906,19168.0,DMfp,235.1844,24.3392,38.4839,51.9477,nan
4473936,317.541,21932.0,DMfp,235.3617,7.3581,14.7996,45.1649,nan
4474386,214.684,12425.0,DMfp,235.5323,8.3123,16.0867,45.5122,nan
4474543,214.684,12408.0,DMfp,235.5934,7.3224,14.9263,44.9502,nan
4475110,149.211,10412.0,DMfp,235.8082,22.7567,36.2550,50.9968,nan
4475547,487.304,28902.0,DMfp,235.9656,9.9065,18.3729,45.9333,nan
4476797,269.03,25215.0,DMfp,236.4119,24.8825,39.7447,50.9866,nan
4477113,392.464,21222.0,DMfp,236.5392,8.3198,16.8100,44.6567,nan
4478462,359.584,20902.0,DMfp,237.0849,25.6913,41.2034,50.5698,nan
4478723,200.724,13958.0,DMtf,237.1891,10.5130,19.9558,45.1656,nan
4482002,401.606,21819.0,DMfp,238.4493,12.8939,23.7585,45.1417,nan
4483512,175.307,14849.0,DMfp,239.0829,20.0786,33.7128,47.2951,nan
4484307,156.964,12087.0,DMfp,239.4336,11.2984,22.3530,43.5725,nan
4485369,289.601,28475.0,DMfp,239.9278,19.8505,33.7707,46.4698,nan
4486911,151.985,11465.0,DMfp,240.6144,16.2768,29.3221,44.6008,nan
4487256,193.999,10283.0,DMfp,240.7791,15.1204,27.9184,44.0065,nan
4487581,132.984,9825.0,DMfp,240.9292,15.9484,29.0588,44.1960,nan
4488339,262.906,12893.0,DMfp,241.2554,11.4550,23.6338,42.0456,nan
4488496,192.221,12907.0,DMfp,241.3266,11.1549,23.3145,41.8494,nan
4488932,381.768,19270.0,DMfp,241.5155,11.7035,24.0853,41.9269,nan
4489784,317.541,13682.0,DMfp,241.8929,4.0128,15.5397,37.8773,nan
4490075,249.919,13059.0,DMfp,242.0242,16.6623,30.5258,43.4926,nan
4491730,317.541,28172.0,DMfp,242.7280,13.6407,27.1127,41.6817,nan
4492211,179.391,9716.0,DMfp,242.9370,14.1596,27.8580,41.7086,nan
4493296,226.882,14249.0,DMfp,243.4088,13.8234,27.6967,41.1537,nan
4494797,39.683,5077.0,DMtf,244.0924,4.2355,17.2017,36.1163,nan
4495697,243.108,28350.0,DMfp,244.5061,12.6198,26.8407,39.6823,nan
4498370,321.959,24511.0,DMfp,245.7600,10.4759,25.0450,37.6475,nan
4499400,320.479,18550.0,DMfp,246.1969,55.4027,84.6937,42.6166,nan
4500381,200.355,15470.0,DMfp,246.6444,13.8236,29.3564,38.2827,nan
4503173,193.999,16172.0,DMfp,247.9941,13.7736,29.9670,37.0633,nan
4503182,293.63,15815.0,DMfp,247.9969,13.6069,29.7774,36.9934,nan
4503385,166.648,15214.0,DMfp,248.1075,11.7920,27.7769,36.1424,nan
4503396,217.671,15540.0,DMfp,248.1135,11.7708,27.7561,36.1281,nan
4504293,245.358,15724.0,DMfp,248.6270,12.0551,28.3368,35.7929,nan
4505619,184.757,11018.0,DMtf,249.3819,26.3592,45.7302,39.9666,nan
4506758,401.606,24046.0,DMfp,250.0512,11.6748,28.6339,34.3689,nan
4507967,327.944,16596.0,DMfp,250.9227,26.3845,46.2113,38.6371,nan
4509323,714.167,29890.0,DMfp,251.9172,35.5957,58.0780,39.6067,nan
4516219,141.384,10021.0,DMsnIa,257.2989,28.6057,50.6725,33.7412,nan
4521177,436.315,28077.0,DMfp,262.2835,25.9753,49.2082,28.7444,nan
4524675,287.343,21183.0,DMsnIa,328.9938,-1.0703,57.1792,-40.5458,nan
4528250,193.375,14501.0,DMsnIa,349.7600,13.7906,91.3380,-43.3411,nan
4528942,331.436,23591.0,DMsnIa,353.5991,-0.6836,84.7760,-57.7314,nan
4530517,327.944,18747.0,DMfp,204.3202,45.2487,99.1481,69.7038,nan
4530585,536.785,26715.0,DMfp,227.1042,-0.2686,358.8241,47.1853,nan
4530662,400.313,28876.0,DMsnIa,333.1053,0.8514,62.5658,-42.6383,nan
4532197,403.46,15902.0,DMfp,129.5130,26.8648,197.5259,34.2087,nan
4532556,624.885,26710.0,DMfp,134.4925,30.3421,194.6193,39.2857,nan
4532604,188.712,14510.0,DMfp,135.0540,17.5510,210.3245,36.1296,nan
4533072,72.544,6311.0,DMtf,141.2843,20.1934,209.7213,42.5722,nan
4533369,191.337,9133.0,DMfp,145.6007,4.2802,231.2301,39.5218,nan
4533765,247.628,24072.0,DMfp,150.6528,10.8657,226.8860,47.1702,nan
4533900,519.757,22861.0,DMfp,152.2464,22.7317,210.5813,53.0663,nan
4534208,161.362,14086.0,DMfp,156.2164,9.5684,232.8144,51.2569,nan
4534523,46.838,3173.0,DMtf,159.3916,12.4650,231.3502,55.4211,nan
4534653,390.661,29393.0,DMfp,160.9342,23.6553,212.6245,61.0277,nan
4535492,300.469,21371.0,DMfp,169.7545,27.8631,205.5154,69.5219,nan
4535546,210.766,16448.0,DMfp,170.1810,59.1773,142.7326,54.3249,nan
4536431,264.119,15618.0,DMfp,178.1703,20.1491,237.2382,74.8582,nan
4537358,409.072,26029.0,DMfp,186.8858,6.5608,286.4235,68.6632,nan
4537426,248.771,21334.0,DMfp,187.4864,5.0510,288.9226,67.3363,nan
4537865,327.944,22090.0,DMfp,192.1995,27.0326,222.0296,89.4047,nan
4538261,418.601,27543.0,DMfp,196.6080,0.3173,311.1967,62.9481,nan
4539514,448.539,19694.0,DMfp,208.6401,28.2431,41.1488,75.9917,nan
4540204,539.262,21358.0,DMfp,215.3949,49.5517,91.3242,61.6789,nan
4540241,238.671,12029.0,DMfp,215.7888,26.2671,35.7634,69.5254,nan
4540685,51.121,5581.0,DMtf,219.9700,22.6286,28.5527,65.0481,nan
4540760,30.803,2024.0,DMtf,220.6956,0.6617,352.8507,52.3934,nan
4540886,289.601,17294.0,DMfp,222.1428,11.3173,8.7538,58.2822,nan
4541310,397.924,25484.0,DMfp,226.4973,27.3218,41.1652,60.1805,nan
4541965,258.107,12341.0,DMfp,233.1912,8.2518,14.2746,47.4653,nan
4542063,341.822,15816.0,DMfp,234.6810,23.5976,37.1321,52.2151,nan
4542547,313.184,10959.0,DMfp,240.9154,14.8507,27.6476,43.7785,nan
4542861,526.987,20501.0,DMfp,245.0844,37.5654,60.0737,45.2459,nan
4542909,152.686,9545.0,DMfp,245.7711,37.8800,60.5503,44.7165,nan
4542951,329.458,18497.0,DMfp,246.3176,22.4827,39.8043,41.6059,nan
4543171,392.464,17085.0,DMfp,249.3964,25.3075,44.4108,39.6848,nan
4543280,149.899,11796.0,DMfp,251.1418,38.9205,62.3121,40.5794,nan
4544470,387.079,19644.0,DMfp,206.6448,10.1783,343.0228,68.6426,nan
4544582,283.009,25427.0,DMfp,238.3630,21.8102,35.8667,48.4629,nan
4544728,201.651,12152.0,DMtf,237.1647,25.8960,41.5421,50.5425,nan
4544823,288.27,15790.0,DMfp,218.9985,28.1195,41.4839,66.8637,nan
4545608,107.795,10140.0,DMtf,209.8353,26.1251,33.0039,74.8030,nan
4546063,94.319,6662.0,DMtf,141.1233,24.1744,204.4483,43.5948,nan
4546435,397.924,25507.0,DMfp,147.0593,25.4405,204.5626,49.1285,nan
4546473,51.594,4602.0,DMtf,191.4891,35.1714,130.8798,81.8722,nan
4546629,109.295,8912.0,DMtf,167.0461,28.6458,203.0731,67.1780,nan
4546713,152.195,10137.0,DMsnIa,175.0460,30.0290,198.2221,74.1076,nan
4546911,89.248,6603.0,DMtf,157.1112,24.4105,209.6170,57.7990,nan
4547064,157.979,7229.0,DMtf,193.4335,32.7043,117.9737,84.4019,nan
4547308,39.319,2945.0,DMtf,166.6266,27.3946,206.1970,66.7229,nan
4547472,223.769,14187.0,DMfp,119.2779,10.9967,210.3021,19.5067,nan
4547936,434.31,22033.0,DMfp,136.6077,15.5533,213.3187,36.7688,nan
4548052,100.6,8043.0,DMtf,159.2756,21.0080,216.8714,58.8278,nan
4548055,74.576,5093.0,DMtf,246.5644,11.7399,26.9143,37.4870,nan
4548641,93.454,5427.0,DMtf,135.5958,12.9983,215.7322,34.8557,nan
4548759,594.019,25302.0,DMfp,205.4230,8.4766,337.7788,67.8808,nan
4548904,346.577,23147.0,DMfp,226.9932,8.1904,8.9740,52.5720,nan
4550270,407.193,29360.0,DMfp,230.0034,11.1764,15.6696,51.6613,nan
4550909,154.383,10862.0,DMtf,234.8169,8.1045,15.3110,46.0138,nan
4552025,61.461,3642.0,DMtf,223.0565,28.3853,42.7244,63.3177,nan
4552658,90.074,4830.0,DMtf,242.9343,4.2594,16.4870,37.1190,nan
4555565,81.395,6815.0,DMtf,200.9368,14.6930,335.7241,75.4661,nan
4560682,390.661,19644.0,DMfp,192.5718,35.7472,124.4892,81.3776,nan
4563662,22.009,1502.0,DMtf,157.9863,22.0970,214.2111,58.0015,nan
4565405,286.946,20742.0,DMfp,165.3399,17.0697,228.7736,62.6687,nan
4567836,79.91,4789.0,DMtf,0.5616,14.4878,105.4307,-46.7056,nan
4570232,231.1,23063.0,DMfp,158.4867,28.9807,201.2654,59.7152,nan
4570260,228.981,17631.0,DMfp,214.4832,8.2117,354.2104,62.1287,nan
4570261,237.575,17810.0,DMfp,214.5216,8.5683,354.8078,62.3549,nan
